Rock_name,SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2
Basanite,42.36,3.66,12.83,10.74,13.3,10.55,0.2,0.61,4.84,0.1142587347
Basanite,42.67,2.65,14.28,10.95,10.12,11.41,0.18,0.66,4.79,0.1122568549
Basanite,43.86,3.28,12.56,12.39,10.75,9.42,0.17,0.59,4.5,0.1025991792
Basanite,41.16,4.14,11.35,11.79,11.02,13.06,0.19,0.63,3.65,0.08867832847
Basanite,42.03,3.65,12.99,11.92,11.44,10.05,0.2,0.86,4.46,0.10611468
Basanite,43.91,2.46,12.31,10.6,10.6,11.26,0.25,0.85,4.38,0.09974948759
Basanite,43.5,3.7,11.7,12.4,10.7,13.4,0.2,0.5,4.1,0.09425287356
Basanite,44.09,3.1,15.37,11.97,11.28,6.93,0.18,0.82,3.66,0.08301202087
Basanite,44.55,2.27,13.78,10.1,10.69,9.3,0.19,0.66,4.97,0.1115600449
Basanite,44.57,1.63,16.1,10.53,8.86,7.03,0.17,0.63,3.67,0.08234238277
Basanite,43.34,2.96,12.97,11.61,9.77,11.76,0.21,0.71,4.25,0.09806183664
Basanite,44.07,4.01,14.73,11.94,11.88,7.43,0.2,0.78,3.62,0.08214204674
Basanite,42.52,3.34,13.04,12.35,11.04,10.49,0.24,0.75,3.68,0.08654750706
Basanite,44.6,2.313,11.47,12.22,10.73,12.46,0.2,0.382,3.749,0.08405829596
Basanite,42.17,2.92,12.8,12.03,10.36,11.39,0.19,0.99,4.74,0.1124021816
Basanite,42.17,2.92,12.8,12.03,10.36,11.39,0.19,0.99,4.74,0.1124021816
Basanite,41.14,2.69,12.16,10.9,12.45,11.1,0.18,0.83,4.89,0.118862421
Basanite,43.66,4.02,11.48,12.39,11.86,9.41,0.19,0.53,4.99,0.1142922584
Basanite,42.91,3.37,11.99,10.48,13.97,11.11,0.18,0.57,4.09,0.09531577721
Basanite,42.05,3.21,14.63,11.62,11.46,7.42,0.21,0.65,4.49,0.1067776457
Basanite,44.4,2.73,14,11.16,10.3,10.6,0.23,0.69,4.38,0.09864864865
Basanite,42.7,3.34,14.3,12.33,11.6,8.1,0.18,0.62,4.65,0.1088992974
Basanite,43.53,2.66,14.27,10.49,12.91,10.32,0.18,0.48,4,0.09189065013
Basanite,43.11,3.246,12.4,14.16,12.08,11.35,0.194,0.394,3.07,0.0712131756
Basanite,43.22,1.12,10.92,8.11,13,10.3,0.16,1.25,4.47,0.1034243406
Phonotephrite,47.82,2.156,15.52,10.16,6.807,7.229,0.147,0.965,8.41,0.1758678377
Phonotephrite,47.62,0.57,13.17,5.76,7.89,2.08,0.04,0.09,10.89,0.1607672533
Phonotephrite,51.77,0.68,19.64,5.63,7.52,1.92,0.14,0.56,9.5,0.1835039598
Phonotephrite,48.71,0.46,13.73,5.06,7.26,3.48,0.03,0.04,10.5,0.1771771772
Phonotephrite,50.3,1.45,12.9,6.5,10,7.1,0.1,1.48,8.08,0.1606361829
Phonotephrite,49.66,0.37,12.59,5.26,6.54,3.47,0.03,0.1,7.78,0.2123024349
Phonotephrite,49.55,0.37,13.77,5.74,6.83,2.98,0.06,0.05,8.25,0.2255310287
Phonotephrite,47.91,0.49,12.25,4.12,7.34,3.81,0.06,0.04,10.69,0.1992852638
Phonotephrite,48.14,0.4,12.06,4.97,7.24,2.57,0.09,0.07,9.75,0.1879824744
Phonotephrite,50.36,0.33,13.96,5.84,6.38,2.81,0.03,0.08,9.79,0.2030667219
Phonotephrite,50.78,0.58,13.12,4.27,6.49,2.2,0.04,0.06,10.08,0.2152197213
Phonotephrite,46.44,3.52,15.7,10.32,9.42,3.44,0.23,1.62,9.31,0.2004737295
Phonotephrite,49.01,0.48,13.38,5.83,6.27,2.94,0.03,0.07,10.27,0.1724067658
Phonotephrite,50.33,0.79,17.98,6.78,7.71,2.83,0.21,0.67,8.33,0.1655076495
Phonotephrite,47.91,0.49,12.25,4.12,7.34,3.81,0.06,0.04,10.69,0.1992852638
Phonotephrite,48.82,0.75,18.6,6.88,9.13,3.6,0.15,0.35,8.55,0.1751331422
Phonotephrite,50.01,0.58,12.14,5.05,7.54,3.78,0.09,0.09,10.51,0.1660270652
Phonotephrite,50.6,0.57,12.04,4.83,7.83,2.25,0.06,0.09,10,0.2150043745
Phonotephrite,50.6,0.34,13.35,4.62,7.07,3.04,0.04,0.07,10.1,0.1990270728
Phonotephrite,47.84,0.3,13.79,5.75,6.6,3.07,0.07,0.08,9.09,0.2167550371
Phonotephrite,51.96,0.46,12.11,4.99,7.44,3.46,0.07,0.09,9.52,0.196485623
Phonotephrite,48.39,1.84,18.22,7.46,7.85,5.9,0.14,0.81,9.27,0.1915685059
Phonotephrite,47.99,0.6,13.18,5.44,6.89,2.84,0.08,0.06,9.39,0.2099169943
Phonotephrite,49.66,1.53,17.63,10.49,5.98,2.29,0.23,0.99,9.32,0.1876761981
Phonotephrite,50.95,0.3,12.91,5.66,6.89,3.42,0.06,0.08,9.44,0.1627764128
Phonotephrite,48.73,0.33,12.83,4.76,7.91,2.79,0.03,0.09,10.67,0.2051282051
Phonotephrite,48.8,0.51,13.79,4.43,7.59,2.54,0.08,0.07,10.89,0.183880597
Phonotephrite,48.71,2.58,16.71,9.16,6.18,2.96,0.2,0.77,7.91,0.162389653
Phonotephrite,47.83,3.03,11.13,7.83,6.74,9.13,0.12,1.66,10.18,0.2128371315
Phonotephrite,48.66,1.85,18.22,6.73,6.52,5.85,0.13,0.87,8.08,0.1660501439
Phonotephrite,48.26,0.91,17.66,7.62,9.1,4.01,0.15,0.68,10.49,0.2173642768
Phonotephrite,46.53,2.49,17.47,9.39,7.28,3.06,0.24,0.88,9.66,0.2076079948
Phonotephrite,49.68,0.41,13.65,4.63,6.75,3.44,0.06,0.04,10.63,0.1849063887
Phonotephrite,49.09,0.4,12.49,5.29,6.48,3.61,0.04,0.02,11.11,0.228416892
Phonotephrite,46.02,0.55,12.24,4.91,7.26,2.72,0.09,0.05,9.8,0.1934244236
Phonotephrite,48.79,0.35,13.48,5.21,7.18,2.99,0.04,0.09,8.42,0.1755632231
Phonotephrite,49.08,1.89,18.47,7.49,8.01,4.69,0.15,0.74,9.25,0.1884678077
Phonotephrite,50.9,2.1,17.9,7.47,5.5,2.2,0.2,1,8.5,0.1669941061
Phonotephrite,47.9,2.232,16.19,9.97,6.314,5.635,0.146,1.156,9.496,0.1982463466
Phonotephrite,50.2,1.05,13.28,8.05,10.28,6.95,0.14,0.71,8.42,0.1677290837
Phonotephrite,48.64,3.12,11.22,7.65,6.34,8.35,0.13,1.89,10.3,0.2117598684
Phonotephrite,48.31,0.3,13.5,4.93,6.43,2.98,0.06,0.08,8.2,0.220458932
Phonotephrite,48.34,0.67,17.88,8.87,8.67,2.35,0.2,0.43,11.01,0.227761688
Phonotephrite,46.5,0.32,12.93,5.19,7.32,2.83,0.07,0.06,9.62,0.2038915338
Phonotephrite,47.12,0.53,13.98,4.09,7.45,2.05,0.02,0.06,8.62,0.1879359869
Phonotephrite,49.37,0.59,13.23,5.67,6.25,2.54,0.05,0.02,9.6,0.2127440904
Phonotephrite,47.6,1,17,7.62,9.36,4.59,0.15,0.92,9.55,0.2006302521
Phonotephrite,47.78,0.44,13.63,4.98,6.78,2.47,0.06,0.08,8.77,0.1958099979
Phonotephrite,49.77,0.37,12.65,4.96,6.87,2.54,0.07,0.07,8.86,0.21044513
Phonotephrite,50.96,0.58,13.84,5.29,6.58,2.81,0.02,0.1,8.91,0.217716781
Phonotephrite,51.23,0.59,13.31,4.11,6.38,2.99,0.07,0.08,8.73,0.1781686102
Phonotephrite,46.62,0.44,12.91,5.1,7.74,2.07,0.08,0.09,10.1,0.2168243954
Phonotephrite,48.53,1.82,18.01,6.73,6.44,5.79,0.12,0.86,8,0.1648464867
Phonotephrite,48.71,0.54,12.12,5.34,7,2.69,0.1,0.07,11,0.1743632222
Phonotephrite,48.08,2.22,14.74,9.03,7.67,7.4,0.14,1.12,8.17,0.1699251248
Phonotephrite,51.77,0.68,19.64,5.63,7.52,1.92,0.14,0.56,9.5,0.1835039598
Phonotephrite,48.53,0.48,13.8,4.15,7.69,2.24,0.09,0.03,10.86,0.1889609114
Phonotephrite,48.32,0.39,13.98,4.01,7.29,3.92,0.03,0.04,9.86,0.1620268376
Phonotephrite,51.31,2.214,14.92,9.22,5.235,5.177,0.118,0.879,9.568,0.1864743715
Phonotephrite,50.38,2.858,13.28,10.04,6.297,5.609,0.122,0.927,8.4,0.1667328305
Phonotephrite,49.92,0.51,12.34,5.3,6.15,2.03,0.04,0.08,8.48,0.2047000618
Phonotephrite,50.74,2.45,17.02,6.59,5.69,2.21,0.13,0.92,8.62,0.1698856918
Phonotephrite,47.3,1.81,17.5,6.21,4.4,5.6,0.12,1.4,9,0.1902748414
Phonotephrite,47.75,0.54,12.23,5.18,6.57,3.98,0.06,0.1,10.69,0.2060732984
Phonotephrite,48.47,2.26,12.58,8.77,7.84,8.19,0.14,1.2,8.49,0.1751598927
Phonotephrite,47.02,0.31,15.6,2.73,17.87,1.23,0.11,0.1,9.1,0.1935346661
Phonotephrite,48.03,0.33,13.74,5.53,6.93,2,0.09,0.09,8.88,0.1837993421
Phonotephrite,49.09,0.4,12.49,5.29,6.48,3.61,0.04,0.02,11.11,0.228416892
Phonotephrite,48.93,3.05,11.43,6.84,5.76,8.07,0.11,1.22,11.03,0.2254240752
Phonotephrite,47.98,3.03,11.01,7.77,6.66,9.02,0.11,1.77,10.4,0.2167569821
Phonotephrite,48.2,1.8,13.3,7.2,9.5,6.5,0.09,1.8,9.3,0.1929460581
Phonotephrite,48.75,2.52,17.6,8.49,7.14,3.37,0.21,0.76,8.61,0.1766153846
Phonotephrite,47.9,0.9,18,7.54,8.94,3.77,0.14,0.88,10.1,0.2108559499
Phonotephrite,46.37,2.2,14.95,9.92,6.84,6.4,0.14872,1.2,9.5,0.2048738408
Phonotephrite,47.9,0.8,18.3,6.44,8.47,3.44,0.15,0.61,10.03,0.209394572
Phonotephrite,47.31,0.56,12.38,4.74,7.11,2.08,0.05,0.08,9.39,0.1994406196
Phonotephrite,45.13,0.53,13.23,5.66,6.29,3.8,0.07,0.1,9.56,0.1884422111
Phonotephrite,48.22,0.37,13.56,5.06,7.14,3.15,0.03,0.03,10.7,0.2087843464
Phonotephrite,49.61,0.55,13.76,4.36,7.49,2.02,0.07,0.03,9.25,0.1699669967
Phonotephrite,48.59,0.55,13.7,4.49,7.65,3.61,0.09,0.03,10.42,0.2045728039
Phonotephrite,48.21,0.47,13.49,5.74,6.71,3.49,0.06,0.09,10.8,0.2055097527
Phonotephrite,46.1,0.37,13.06,5.42,7.31,2.42,0.07,0.09,9.77,0.1712606405
Phonotephrite,49.67,2.795,14.5,9,7.197,5.527,0.11,0.962,7.894,0.1589289309
Phonotephrite,48.04,2.86,11.26,7.12,6.46,8.97,0.11,1.17,9.99,0.2079517069
Phonotephrite,48.73,0.33,12.83,4.76,7.91,2.79,0.03,0.09,10.67,0.2051282051
Phonotephrite,49.33,2.911,14.27,9.45,7.263,5.527,0.116,0.961,7.942,0.1609973647
Phonotephrite,48.63,3,10.87,7.64,6.66,9.1,0.12,1.32,10.32,0.2122146823
Phonotephrite,48.04,2.86,11.26,7.12,6.46,8.97,0.11,1.17,9.99,0.2079517069
Phonotephrite,50.61,0.39,12.62,4.88,6.29,2.45,0.07,0.07,8.31,0.1853196209
Phonotephrite,46.89,0.37,13.56,4.52,7.63,3.58,0.03,0.03,9.86,0.1773886563
Phonotephrite,52.2,1.01,17.83,6.09,7.22,3.42,0.12,0.71,9.33,0.1787356322
Phonotephrite,50.18,0.54,13.3,4.05,6.61,3.2,0.02,0.07,9.09,0.1777777778
Phonotephrite,47.5,0.93,16.5,7.38,9.42,4.49,0.15,0.78,9.44,0.1987368421
Phonotephrite,45.75,0.54,13.42,4.43,6.56,3.83,0.03,0.04,9.22,0.1754284614
Phonotephrite,46.89,0.5,12.21,4.81,6.18,3.27,0.07,0.06,10.51,0.2063525016
Phonotephrite,46.2,0.49,13.58,4.2,7.92,2.42,0.1,0.07,9.65,0.2156434346
Phonotephrite,47.98,1.01,16.06,7.28,11.25,5.75,0.13,0.7,8.67,0.1807002918
Phonotephrite,51.36,0.34,13.69,5,6.44,2.45,0.05,0.02,9.52,0.2103783784
Phonotephrite,48,0.95,18.3,7.21,8.09,2.6,0.16,0.55,11.01,0.229375
Phonotephrite,51.76,0.41,12.38,4.79,7.14,3.76,0.04,0.07,8.84,0.20491287
Phonotephrite,50.55,0.45,13.13,5.94,7.58,2.17,0.09,0.05,8.45,0.1838032648
Phonotephrite,48.39,0.41,12.03,4.7,6.37,3.07,0.08,0.02,8.52,0.2264270613
Phonotephrite,47.61,1.92,17.96,7.69,8.24,6,0.15,0.81,9.21,0.1934467549
Phonotephrite,47.72,0.836,13.96,7.46,11.57,6.31,0.138,0.58,8.99,0.1883906119
Phonotephrite,48.27,0.5,13.11,5.39,6.53,3.21,0.05,0.06,10.87,0.1882426517
Phonotephrite,47.77,1.79,17.9,7.27,7.94,6.12,0.143,0.79,8.98,0.1879840904
Phonotephrite,47.51,0.35,12.23,5.58,6.35,2.88,0.08,0.1,10.83,0.2265929113
Phonotephrite,48.35,0.38,13.03,5.03,7.99,3.28,0.07,0.03,8.7,0.1867588933
Phonotephrite,48.68,0.47,13.42,5.1,7.13,3.93,0.03,0.05,9.82,0.2063234698
Phonotephrite,45.09,0.33,12.94,4.47,6.01,3.59,0.06,0.04,9.56,0.2208809826
Phonotephrite,46.1,0.5,12.46,5.54,6.26,3.25,0.06,0.07,9.32,0.2169934641
Phonotephrite,47.29,2,14.99,10.16,6.7,7.2,0.14898,1.18,9.1,0.1924296892
Phonotephrite,49.74,0.32,12.91,5.31,7.45,3.4,0.04,0.03,8.88,0.2170381171
Phonotephrite,49.81,0.44,13.59,4.84,6.24,2.25,0.07,0.1,7.84,0.2192235831
Phonotephrite,48.93,0.5,13.71,4.63,7.34,3.64,0.1,0.05,9.2,0.1882785379
Phonotephrite,48.69,0.49,13.88,4.39,6.3,2.51,0.06,0.02,11.23,0.1809615385
Phonotephrite,48.28,0.46,13.49,4.78,6.22,2.25,0.06,0.05,10.36,0.1885393709
Phonotephrite,50.54,0.54,13.4,4.3,7.92,2.76,0.06,0.06,8.41,0.2183227913
Phonotephrite,47.51,0.35,12.23,5.58,6.35,2.88,0.08,0.1,10.83,0.2265929113
Phonotephrite,50.95,0.3,12.91,5.66,6.89,3.42,0.06,0.08,9.44,0.1627764128
Phonotephrite,47.03,0.46,13.32,4.47,7.38,3.18,0.02,0.1,9.47,0.1680032077
Phonotephrite,49.8,0.58,12.29,4.69,7.29,2.38,0.07,0.06,9.96,0.1969128077
Phonotephrite,47.85,0.35,12.32,4.1,6.48,2.62,0.02,0.05,8.94,0.1937310415
Phonotephrite,51.96,0.46,12.11,4.99,7.44,3.46,0.07,0.09,9.52,0.196485623
Phonotephrite,49.719,2.184,13.217,8.42,7.626,7.736,0.135,0.962,8.258,0.1660934452
Phonotephrite,50.65,0.38,13.25,5.02,6.47,3.4,0.02,0.04,9.81,0.1662731208
Phonotephrite,47.03,0.49,12.05,5.32,6.88,2.81,0.06,0.03,8.91,0.1960105842
Phonotephrite,51.77,0.68,19.64,5.63,7.52,1.92,0.14,0.56,9.5,0.1835039598
Phonotephrite,46.62,0.44,12.91,5.1,7.74,2.07,0.08,0.09,10.1,0.2168243954
Phonotephrite,47.86,0.5,12.28,5.33,7.32,2.19,0.02,0.05,9.86,0.1935346661
Phonotephrite,47.4,0.53,12.99,5.69,7.77,3.12,0.03,0.09,9.86,0.2024439919
Phonotephrite,47.62,0.57,13.17,5.76,7.89,2.08,0.04,0.09,10.89,0.1607672533
Phonotephrite,49.34,0.51,13.71,4.18,6.1,3.62,0.09,0.05,8.92,0.2010504202
Phonotephrite,46.96,0.33,13.99,4.02,6.65,2.3,0.04,0.1,9.03,0.1832238114
Phonotephrite,50.44,1.32,16.82,8.38,8.16,4.44,0.14,1.12,8.37,0.1659397304
Phonotephrite,46.29,0.4,12.82,5.33,7.37,2.55,0.02,0.09,9.96,0.1944664032
Phonotephrite,47.12,0.53,13.98,4.09,7.45,2.05,0.02,0.06,8.62,0.1879359869
Phonotephrite,45.63,0.48,13.52,4.86,6.22,2.76,0.04,0.09,9.42,0.1871709885
Phonotephrite,50.67,0.6,13.1,4.5,6.64,3.66,0.05,0.02,9.55,0.1562874251
Phonotephrite,49.77,0.37,12.65,4.96,6.87,2.54,0.07,0.07,8.86,0.21044513
Phonotephrite,51.51,0.56,12.57,4.95,7.4,2.18,0.09,0.06,9.46,0.2045209903
Phonotephrite,48.29,0.56,12.86,4.46,7.75,2.89,0.09,0.08,9.28,0.1876263647
Phonotephrite,48.85,0.47,13.24,5.77,7.52,3.39,0.03,0.09,10.68,0.1972382523
Phonotephrite,49.81,1.37,16.8,7.33,8.29,4.55,0.13,1.17,8.12,0.163019474
Phonotephrite,50.23,0.33,12.81,5.67,6.48,2.32,0.04,0.08,8.78,0.2293862368
Phonotephrite,48.4,0.87,18.5,7.32,8.32,3.43,0.14,0.85,10.65,0.2200413223
Phonotephrite,47.98,1.01,16.06,7.28,11.25,5.75,0.13,0.7,8.67,0.1807002918
Phonotephrite,51.71,0.39,12.55,5.13,7.74,3.18,0.05,0.06,8.93,0.1546245699
Phonotephrite,47.73,0.56,13.66,4.85,6.16,2.32,0.05,0.07,9.65,0.226023085
Phonotephrite,50.1,1.7,12.4,6.84,7.2,9.6,0.1,1.6,8.5,0.1696606786
Phonotephrite,49.31,0.52,13.09,5.73,6.43,3.65,0.1,0.04,9.39,0.2088377724
Phonotephrite,49.45,1.05,16.31,8.07,9.34,5.61,0.14,0.84,8.14,0.1646107179
Phonotephrite,47.93,3.03,11.27,7.79,6.67,8.82,0.12,1.79,9.77,0.2038389318
Phonotephrite,46.44,3.52,15.7,10.32,9.42,3.44,0.23,1.62,9.31,0.2004737295
Phonotephrite,47.51,2.7,17.89,7.11,5.37,2.64,0.15,0.94,8.42,0.1772258472
Phonotephrite,46.89,0.37,13.56,4.52,7.63,3.58,0.03,0.03,9.86,0.1773886563
Phonotephrite,51.79,0.52,12.27,5.86,7.84,2.66,0.07,0.06,8.82,0.1833434405
Phonotephrite,51.2,2.3,18.49,7.28,6.77,2.95,0.19,0.9,8.98,0.175390625
Phonotephrite,48.85,0.47,13.24,5.77,7.52,3.39,0.03,0.09,10.68,0.1972382523
Phonotephrite,49.61,0.45,13.17,5.62,6.1,2.13,0.06,0.07,10.27,0.1966562173
Phonotephrite,49.81,1.37,16.8,7.33,8.29,4.55,0.13,1.17,8.12,0.163019474
Phonotephrite,49.28,0.51,13.89,4.68,7.47,2.31,0.06,0.07,11.02,0.2032454361
Phonotephrite,49.02,2.76,16.51,8.1,7.37,3.95,0.16,0.84,8.59,0.1752345981
Phonotephrite,50.48,0.52,12.8,5.43,7.16,3.4,0.02,0.02,8.31,0.2301685162
Phonotephrite,50,2.64,18,12.5,5.19,2.73,0.19,1.42,7.91,0.1582
Phonotephrite,46.8,0.94,16.5,7.36,9.73,4.65,0.14,0.82,9.47,0.2023504274
Phonotephrite,47.91,0.53,12.83,5.49,6.98,2.6,0.1,0.03,9.5,0.2104162309
Phonotephrite,48.2,0.31,12.51,4.67,7.23,3,0.07,0.06,10.95,0.1662660256
Phonotephrite,48.42,0.91,17.53,7.67,9.23,4.14,0.14,0.67,10.03,0.2071458075
Phonotephrite,50.09,0.5,13.93,4.36,6.41,3.07,0.03,0.06,9.45,0.1805359661
Phonotephrite,50.96,1.298,17.3,11.24,4.35,4.34,0.17,0.44,8.705,0.1708202512
Phonotephrite,47.58,1.82,18.54,7.15,7.87,5.36,0.141,0.78,9.37,0.1969314838
Phonotephrite,50.71,0.39,12.66,4.91,6.22,3.28,0.03,0.1,9.59,0.1717888101
Phonotephrite,47.89,2.86,18.77,8.26,7.96,2.94,0.18,0.67,8.87,0.1852161203
Phonotephrite,51.82,0.38,13.96,5.05,6.94,2.14,0.05,0.06,9.58,0.1870474658
Phonotephrite,49.77,0.58,12.28,5.44,6.2,2.42,0.07,0.06,9.83,0.1831442464
Phonotephrite,47.41,2.79,18.53,9.47,7.59,2.79,0.22,1.21,8.61,0.1816072559
Phonotephrite,48.04,2.86,11.26,7.12,6.46,8.97,0.11,1.17,9.99,0.2079517069
Phonotephrite,49.11,0.4,13.22,4.68,6.55,2.39,0.07,0.04,10.9,0.1629778672
Phonotephrite,49.5,0.39,12.12,4.82,6.3,3.02,0.07,0.04,10.81,0.197384807
Phonotephrite,47.06,3.17,15.64,10.77,8.69,3.39,0.21,0.83,10.25,0.2178070548
Phonotephrite,46.41,1.65,14.55,8.13,7.35,3.03,0.16,0.66,10.03,0.2161172161
Phonotephrite,48.5,0.89,18.55,7.5,8.27,3.43,0.14,0.88,10.62,0.2189690722
Phonotephrite,48.76,0.42,13.22,4.22,6.71,3.73,0.03,0.08,11.22,0.1763011726
Phonotephrite,51.26,0.46,12.12,5.19,6.1,2.13,0.07,0.1,8.88,0.1745059289
Phonotephrite,49.8,0.58,12.29,4.69,7.29,2.38,0.07,0.06,9.96,0.1969128077
Phonotephrite,49.49,2.36,16.72,10.59,7.57,3.42,0.2,0.8,7.65,0.1545766822
Phonotephrite,48.41,0.37,13.7,5.35,7.42,3.24,0.07,0.1,9.73,0.1853174603
Phonotephrite,46.13,0.48,13.57,4.05,6.53,2.84,0.06,0.08,9.76,0.198296355
Phonotephrite,48.32,0.39,13.98,4.01,7.29,3.92,0.03,0.04,9.86,0.1620268376
Phonotephrite,47.34,0.48,12.14,5.64,6.68,3.15,0.05,0.08,9.75,0.1919191919
Phonotephrite,46.29,0.32,13.43,5.12,7.67,3.35,0.06,0.05,9.63,0.1869538712
Phonotephrite,50.96,0.58,13.84,5.29,6.58,2.81,0.02,0.1,8.91,0.217716781
Phonotephrite,49.02,2.76,16.51,8.1,7.37,3.95,0.16,0.84,8.59,0.1752345981
Phonotephrite,48.62,0.48,13.62,5.34,6.18,3.79,0.03,0.06,9.36,0.2087029996
Phonotephrite,50.75,1.259,16.77,10.66,6.73,4.1,0.188,0.41,8.287,0.1632906404
Phonotephrite,50.39,0.51,13.65,4.19,7.21,3.9,0.02,0.05,9.5,0.1941842311
Phonotephrite,47.43,0.43,13.47,4.45,6.88,2.13,0.1,0.06,8.53,0.2103191048
Phonotephrite,50.28,0.35,13.23,5.73,6.14,3.91,0.07,0.03,9.13,0.1835234964
Phonotephrite,48.52,0.55,12.41,5.02,7.24,2.47,0.06,0.05,11.33,0.2089331075
Phonotephrite,47.03,0.49,12.05,5.32,6.88,2.81,0.06,0.03,8.91,0.1960105842
Phonotephrite,46.26,0.4,13.46,5.82,7.98,2.74,0.08,0.1,10.13,0.1973401973
Phonotephrite,48,0.51,12.6,5.77,7.88,2.15,0.07,0.07,9.19,0.2050273224
Phonotephrite,49.68,0.41,13.65,4.63,6.75,3.44,0.06,0.04,10.63,0.1849063887
Phonotephrite,48.39,0.33,13.84,4.44,7.19,3.34,0.04,0.05,9.97,0.2040119505
Phonotephrite,48.45,3.05,10.97,7.51,6.49,8.64,0.13,1.85,10.1,0.2084623323
Phonotephrite,48.2,1.8,13.3,7.2,9.5,6.5,0.09,1.8,9.3,0.1929460581
Phonotephrite,49.49,2.36,16.72,10.59,7.57,3.42,0.2,0.8,7.65,0.1545766822
Phonotephrite,46.61,0.58,12.59,5.17,6.27,3.89,0.05,0.09,9.87,0.189543803
Phonotephrite,47.91,3.02,11.03,7.75,6.65,8.99,0.12,1.77,10.38,0.2166562304
Phonotephrite,46.77,0.52,12.98,4.13,6.27,3.27,0.09,0.05,10.07,0.2172370618
Phonotephrite,48.39,0.6,12.34,4.43,7.64,3.89,0.04,0.02,9.28,0.216890595
Phonotephrite,46.62,0.44,12.91,5.1,7.74,2.07,0.08,0.09,10.1,0.2168243954
Phonotephrite,46.23,0.43,13.61,4.79,7.4,2.57,0.08,0.03,10.15,0.1759115593
Phonotephrite,45.77,0.43,12.6,5.55,7.49,2.76,0.09,0.03,9.88,0.1850699844
Phonotephrite,51.86,0.67,20.29,5.34,7.05,1.84,0.13,0.58,9.19,0.1772078673
Phonotephrite,48.71,0.54,12.12,5.34,7,2.69,0.1,0.07,11,0.1743632222
Phonotephrite,51.39,1.03,17.55,6.22,7.57,3.6,0.13,0.72,9.48,0.1844716871
Phonotephrite,46.15,0.33,12.55,5.61,6.54,3.63,0.06,0.1,9.02,0.1769483659
Phonotephrite,46.32,0.44,12.26,5.54,6.28,3.6,0.07,0.08,9.56,0.1680418595
Phonotephrite,48.36,0.56,12.07,5.08,6.49,2.61,0.08,0.08,8.03,0.2029466694
Phonotephrite,48.53,0.48,13.8,4.15,7.69,2.24,0.09,0.03,10.86,0.1889609114
Phonotephrite,47.09,1.855,18.05,7.34,8.23,5.69,0.15,0.77,8.88,0.188575069
Phonotephrite,49.97,0.49,12.2,4.8,6.86,3.59,0.09,0.07,8.18,0.1623931624
Phonotephrite,49.53,2.8,17.26,8.52,7.78,3.51,0.2,1.07,8.07,0.1629315566
Phonotephrite,47.64,0.37,12.63,4.46,7.62,2.61,0.04,0.03,9.77,0.1698457792
Phonotephrite,46.92,0.31,12.65,5.61,7.42,2.96,0.05,0.09,9.33,0.1951113995
Phonotephrite,50.22,0.89,16.45,6.85,9.26,5.85,0.12,0.67,8,0.159299084
Phonotephrite,51.23,0.59,13.31,4.11,6.38,2.99,0.07,0.08,8.73,0.1781686102
Phonotephrite,50.99,3.11,14.9,10.13,6.11,2.66,0.17,0.17,8.73,0.1712100412
Phonotephrite,49.26,1.09,16.09,8.21,9.67,5.79,0.14,0.85,7.81,0.158546488
Phonotephrite,48.32,0.47,13.95,5.28,7.53,2,0.03,0.07,9.15,0.2157187177
Phonotephrite,48.27,0.5,13.11,5.39,6.53,3.21,0.05,0.06,10.87,0.1882426517
Phonotephrite,48.05,0.3,12.45,5.32,6.52,3.58,0.07,0.03,8.68,0.1856810244
Phonotephrite,46.45,0.31,12.71,5.76,7.91,3.41,0.02,0.05,10.26,0.1541565779
Phonotephrite,48.52,0.55,12.41,5.02,7.24,2.47,0.06,0.05,11.33,0.2089331075
Phonotephrite,49.45,1.05,16.31,8.07,9.34,5.61,0.14,0.84,8.14,0.1646107179
Phonotephrite,49.79,1.607,18.29,10.19,6.5,3.18,0.159,0.59,8.711,0.1749548102
Phonotephrite,45.09,0.33,12.94,4.47,6.01,3.59,0.06,0.04,9.56,0.2208809826
Phonotephrite,50.06,0.35,13.39,5.71,7.56,2.12,0.06,0.07,7.81,0.1765978368
Phonotephrite,47.03,0.46,13.32,4.47,7.38,3.18,0.02,0.1,9.47,0.1680032077
Phonotephrite,49.04,0.32,13.61,4.04,7.39,3.51,0.06,0.1,9.03,0.2164332784
Phonotephrite,48.39,0.54,12.21,5.52,6.09,2.46,0.04,0.04,8.99,0.1974509407
Phonotephrite,51.31,2.214,14.92,9.22,5.235,5.177,0.118,0.879,9.568,0.1864743715
Phonotephrite,48.06,1.86,18.16,7.51,7.89,5.94,0.15,0.81,9.27,0.1928838951
Phonotephrite,48.8,0.51,13.79,4.43,7.59,2.54,0.08,0.07,10.89,0.183880597
Phonotephrite,48.59,0.55,13.7,4.49,7.65,3.61,0.09,0.03,10.42,0.2045728039
Phonotephrite,50.98,2.42,17.15,8.35,7.1,4.73,0.18,0.51,8.58,0.1683012946
Phonotephrite,47.69,0.98,17.71,7.67,9.55,4.15,0.15,0.81,9.02,0.1891381841
Phonotephrite,46.02,0.55,12.24,4.91,7.26,2.72,0.09,0.05,9.8,0.1934244236
